Transaction_ID,Cardholder_Name,Age,Gender,Transaction_Amount,Merchant_Name,Merchant_Category,City,Transaction_Time,International_Transaction,Card_Present,Failed_Attempts,Fraud
TXN1214,Brittany Hopkins,35,Female,4464.43,Davidson-Acevedo,Fashion,Delhi,08-07-2025 23:21,1,0,2,1
TXN1215,Victoria Monroe,59,Female,4127.29,Warner-Johnston,Fuel,Mumbai,24-10-2025 04:46,1,0,3,1
TXN1216,Donald Reed,37,Female,3124.5,"Juarez, Olson and Murphy",Online Shopping,Chennai,24-08-2025 19:07,1,0,4,1
TXN1217,Samantha Mayo,61,Female,1105.36,Herrera and Sons,Fashion,Mumbai,30-05-2025 16:17,0,1,0,0
TXN1218,Taylor Powers,27,Male,2833.23,Ramos and Sons,Food,Chennai,09-03-2026 14:18,0,0,0,0
TXN1219,Dylan Hoover,67,Female,122.12,Smith-Johnson,Food,Mumbai,23-04-2026 19:01,0,0,1,0
TXN1220,Lindsey Hernandez,62,Male,2018.72,Moore-Bartlett,Food,Mumbai,18-10-2025 06:19,1,0,2,0
TXN1221,Thomas Cummings,63,Male,4922.17,Griffin-Clark,Fashion,Mumbai,08-04-2026 15:07,0,1,4,1
TXN1222,Stephanie Hamilton,28,Male,4114.69,Rice PLC,Electronics,Chennai,30-12-2025 06:59,0,0,3,0
TXN1223,Amanda West,58,Male,1377.54,Wood-Klein,Healthcare,Mumbai,20-04-2026 23:16,1,0,5,1
TXN1224,Kathleen Williams,29,Male,1040.04,Morales-Hoffman,Fashion,Delhi,10-05-2025 06:20,0,1,2,0
TXN1225,Zachary Diaz,48,Male,4370.71,"Hood, Rice and Mccall",Electronics,Gurgaon,21-11-2025 02:29,1,1,4,1
TXN1226,Lauren Jackson,24,Male,2870.74,Taylor-King,Fuel,Pune,29-10-2025 14:39,0,0,3,0
TXN1227,Rebecca Jackson,60,Female,930.01,Spencer Group,Fuel,Chennai,07-11-2025 23:50,0,0,1,0
TXN1228,Gregory James,46,Female,1952.59,Rasmussen Ltd,Entertainment,Gurgaon,15-07-2025 17:05,0,1,0,0
TXN1229,Timothy Gill,56,Female,3055.92,Daniel-Thompson,Electronics,Delhi,02-07-2025 01:46,1,0,5,1
TXN1230,Mary Atkinson,39,Male,3665.53,"Herrera, Martinez and Flores",Travel,Bangalore,22-07-2025 23:54,1,1,3,1
TXN1231,Johnny Walker,36,Female,2979.44,"Holland, Delgado and Aguilar",Fuel,Pune,04-06-2025 14:58,1,0,1,0
TXN1232,Tracy Simpson,26,Male,3856.85,"Li, Ali and Oneal",Online Shopping,Chennai,23-02-2026 19:01,0,1,0,0
TXN1233,Christina Burke,18,Female,2482.5,Reyes-Wells,Food,Gurgaon,23-01-2026 18:16,1,1,2,0
TXN1234,Lawrence Price,20,Female,398.05,"Griffin, Sawyer and Johnson",Entertainment,Chennai,19-01-2026 15:50,0,1,5,1
TXN1235,Ashley Gomez,55,Female,2955.25,Ramirez-Clarke,Healthcare,Chennai,05-08-2025 22:57,1,1,2,0
TXN1236,Jason Chavez,66,Male,692.72,"Wiley, Huber and Harris",Fuel,Delhi,11-06-2025 04:52,0,0,3,0
TXN1237,David Huber,33,Male,4366,Martin-Ramirez,Entertainment,Delhi,16-08-2025 07:24,1,0,4,1
TXN1238,Elizabeth Rodriguez,33,Male,4247.49,"Foley, Wilson and Bolton",Online Shopping,Pune,12-04-2026 10:16,1,0,3,1
TXN1239,Carlos Washington,32,Female,3468.94,Johnson and Sons,Healthcare,Chennai,07-05-2025 13:09,1,0,1,1
TXN1240,Todd Stephenson,33,Female,4626.99,Walker PLC,Fashion,Bangalore,29-07-2025 07:19,0,0,1,0
TXN1241,Megan Rodriguez,24,Male,179.39,"Finley, Graham and Stone",Fuel,Mumbai,10-01-2026 21:32,0,1,2,0
TXN1242,Richard Sullivan,65,Female,585.26,"Meyers, Harper and Perry",Electronics,Bangalore,26-06-2025 05:12,0,1,1,0
TXN1243,Holly Simon,48,Male,4311.59,Beck-Smith,Fashion,Delhi,24-01-2026 11:27,0,1,2,0
TXN1244,Jennifer Mcgrath,61,Female,611.63,"Carrillo, Wilson and Cole",Healthcare,Bangalore,30-01-2026 01:04,0,0,2,0
TXN1245,Tammy Phillips,57,Male,2210.75,"Johnson, Moyer and Padilla",Entertainment,Delhi,08-05-2025 21:26,0,0,0,0
TXN1246,Francisco Morales,21,Male,3955.71,"Martinez, Cook and Jackson",Online Shopping,Mumbai,10-10-2025 03:25,1,1,4,1
TXN1247,Jordan Williams,59,Female,4384.56,"Morales, Griffith and Browning",Healthcare,Mumbai,01-07-2025 00:59,1,1,1,1
TXN1248,Jacob Hughes,47,Female,11.19,"Herrera, Murphy and Lopez",Electronics,Delhi,11-08-2025 15:23,0,0,2,0
TXN1249,Aaron Hall,56,Male,57.33,Reyes LLC,Electronics,Bangalore,08-04-2026 11:12,1,1,5,1
TXN1250,Tim Mccall,61,Female,3141.25,Nelson-Jacobson,Fuel,Gurgaon,13-09-2025 12:44,1,0,1,1
TXN1251,Samantha Garza,47,Male,2094.66,"Trujillo, Taylor and Garrett",Healthcare,Gurgaon,13-05-2025 08:36,0,1,0,0
TXN1252,Alison Pierce,47,Female,26.7,Wright LLC,Online Shopping,Chennai,16-12-2025 04:11,1,0,1,0
TXN1253,Natalie Morris,21,Male,3580.61,Davis-Jacobs,Entertainment,Pune,18-07-2025 12:40,0,0,4,1
TXN1254,Randall Kelly,63,Male,235.05,Meyer-Guzman,Fashion,Mumbai,06-07-2025 04:37,0,1,3,0
TXN1255,Taylor White,54,Female,3933.86,"Gould, Myers and Hernandez",Healthcare,Delhi,21-10-2025 20:45,0,1,5,1
TXN1256,Joseph Fuller,41,Female,2342.33,Sims and Sons,Travel,Mumbai,09-06-2025 02:16,1,0,3,0
TXN1257,Michael Martin,21,Female,1166.04,Charles-King,Electronics,Gurgaon,10-12-2025 05:48,0,1,2,0
TXN1258,Cassie Conway,62,Male,610.49,Sullivan PLC,Fuel,Delhi,21-01-2026 01:44,1,1,1,0
TXN1259,Margaret Mahoney,58,Female,940.33,"Powell, Wilkins and Munoz",Entertainment,Bangalore,21-08-2025 04:35,0,1,4,1
TXN1260,Marcia Collier,22,Male,3152.59,Clark and Sons,Healthcare,Mumbai,04-10-2025 11:32,1,1,2,1
TXN1261,Evan Rivera,37,Male,4974.59,Keith LLC,Entertainment,Delhi,07-03-2026 18:06,0,1,1,0
TXN1262,Maria Small,35,Female,3483.14,Reynolds-Matthews,Online Shopping,Delhi,04-10-2025 01:09,1,1,2,1
TXN1263,Joe Gordon,55,Female,3118.46,"Williams, Morrison and Soto",Food,Bangalore,07-02-2026 19:37,0,0,5,1
TXN1264,Christine Boyle,54,Male,466.52,Rogers-Roberson,Online Shopping,Pune,22-01-2026 04:38,0,1,2,0
TXN1265,Mr. Allen Martin,45,Female,2388.62,Hanson Ltd,Travel,Mumbai,25-10-2025 02:29,0,0,1,0
TXN1266,Jonathan Hall,26,Female,1651.97,Burke Ltd,Food,Mumbai,12-04-2026 23:30,0,0,2,0
TXN1267,Amber Morrow,51,Male,2048.18,Smith and Sons,Fuel,Gurgaon,30-03-2026 19:42,1,1,4,1
TXN1268,Melissa Mills,65,Female,2484.42,Rodriguez Inc,Travel,Gurgaon,31-03-2026 12:28,0,1,3,0
TXN1269,Chris Cabrera MD,22,Female,4957.46,Johnson-Potter,Fashion,Bangalore,13-01-2026 19:56,0,1,5,1
TXN1270,Jeffrey Padilla,46,Male,4533.5,Ramsey-Snyder,Fashion,Gurgaon,18-06-2025 04:01,1,0,1,1
TXN1271,Dorothy Davis,57,Male,2833,Murray PLC,Healthcare,Bangalore,13-09-2025 03:35,0,0,2,0
TXN1272,Julie Brooks,33,Female,3295.67,"Elliott, Lopez and Gibson",Fuel,Pune,19-05-2025 12:00,0,1,4,1
TXN1273,David Thomas,60,Male,1201.06,Hopkins Group,Healthcare,Pune,07-11-2025 18:05,1,0,2,0
TXN1274,Shannon Hill,55,Male,954.22,Ruiz Ltd,Fuel,Delhi,25-12-2025 16:56,1,0,1,0
TXN1275,Alexis Johnson,68,Male,4396.57,Ward-Mccarthy,Grocery,Mumbai,28-11-2025 16:48,1,1,5,1
TXN1276,Jeffery Long,56,Male,812.19,Hoffman Group,Healthcare,Bangalore,17-05-2025 02:27,1,1,4,1
TXN1277,James Vang,46,Female,1300.85,Hernandez-Gibbs,Healthcare,Chennai,25-09-2025 14:55,0,1,2,0
TXN1278,Alec Garcia,66,Male,2803.62,Robinson-Ward,Healthcare,Delhi,13-05-2025 01:41,1,1,4,1
TXN1279,Michelle Myers,52,Female,650.96,"Lopez, Ross and Watson",Travel,Bangalore,22-02-2026 19:09,0,0,1,0
TXN1280,Christopher Wood,45,Female,3166.78,Good PLC,Fashion,Chennai,27-09-2025 23:12,1,0,5,1
TXN1281,Alicia Dickerson,21,Male,877.03,"Lewis, Holmes and Walker",Fashion,Pune,08-09-2025 00:14,1,1,0,0
TXN1282,Rebecca Smith,29,Male,346.08,Smith-Lozano,Online Shopping,Delhi,26-10-2025 06:15,1,1,2,0
TXN1283,Shelby Thomas,35,Male,4358.97,"Torres, Rodriguez and Dean",Healthcare,Bangalore,27-10-2025 13:12,0,0,3,0
TXN1284,Jaime Johnson,53,Female,3241.39,"Jones, Price and Wright",Fuel,Mumbai,30-04-2026 17:08,0,0,5,1
TXN1285,Danielle Olsen,64,Male,2448.33,Davis PLC,Electronics,Bangalore,10-03-2026 05:15,0,0,1,0
TXN1286,Kevin Hill,63,Female,2348.01,Scott PLC,Travel,Pune,03-05-2026 11:06,1,0,4,1
TXN1287,Morgan Knight,58,Male,826.48,Moore-Rice,Travel,Chennai,26-07-2025 16:49,0,1,1,0
TXN1288,David Harris,64,Male,3405.69,"Fritz, White and Gomez",Entertainment,Bangalore,15-04-2026 17:14,0,1,2,0
TXN1289,Stacey Leon,34,Female,4816.55,"Martinez, Simpson and Abbott",Fuel,Mumbai,04-02-2026 06:54,0,1,4,1
TXN1290,Amanda Joyce,37,Female,1994,Burns Ltd,Food,Bangalore,23-08-2025 22:26,1,1,1,0
TXN1291,Kyle Bradley,52,Female,165.36,Hunter PLC,Entertainment,Pune,30-07-2025 04:29,1,0,1,0
TXN1292,Chad Douglas,32,Male,2362.95,Stevenson-Dickerson,Travel,Bangalore,10-04-2026 19:41,0,1,5,1
TXN1293,Mr. Bob Benson Jr.,42,Female,4344.43,"Lee, Griffith and Rice",Online Shopping,Delhi,02-07-2025 20:26,0,1,2,1
TXN1294,Allen Allen MD,63,Male,2656.47,Long-Burton,Travel,Bangalore,21-10-2025 01:12,1,0,3,0
TXN1295,Alyssa Garrison,41,Female,4605.03,"Thompson, Flores and Morgan",Electronics,Mumbai,22-03-2026 13:16,1,1,5,1
TXN1296,Dr. Robin Palmer MD,31,Male,2995.65,Mccall-Martinez,Entertainment,Delhi,13-09-2025 08:05,1,1,0,0
TXN1297,John Gutierrez,55,Male,1135.45,"Mccarty, Garcia and Richardson",Entertainment,Delhi,22-06-2025 05:47,1,0,4,1
TXN1298,Steven Leblanc,19,Male,3989.82,"Walker, Hess and Evans",Healthcare,Delhi,04-03-2026 15:24,1,0,4,1
TXN1299,Matthew Ramirez,35,Male,3405.48,Hines-Mitchell,Grocery,Bangalore,03-06-2025 13:54,1,0,5,1
TXN1300,Martin Spencer,49,Female,3288.35,Garcia Ltd,Fuel,Pune,03-10-2025 02:41,0,0,5,1
TXN1301,James Burns,58,Male,207.7,Gibson-Wilson,Fashion,Mumbai,05-10-2025 09:17,0,1,0,0
TXN1302,William Hughes,34,Male,522.93,Hernandez PLC,Fashion,Mumbai,22-03-2026 13:25,1,0,5,1
TXN1303,Vanessa Campbell,39,Male,1059.64,"Romero, Nguyen and Fox",Food,Gurgaon,27-11-2025 18:01,1,0,1,0
TXN1304,Devin Ross,50,Male,2593.38,Carroll Ltd,Fuel,Pune,22-07-2025 19:28,0,0,5,1
TXN1305,Tonya Garcia,50,Male,4124.33,Conway-Sherman,Fashion,Gurgaon,04-12-2025 06:02,0,1,1,0
TXN1306,April Stewart,55,Male,2842.03,King-Rodriguez,Entertainment,Mumbai,14-11-2025 10:26,0,1,1,0
TXN1307,Karen Todd,59,Male,845.74,"Johnson, Forbes and Barrett",Online Shopping,Pune,06-07-2025 20:30,0,1,4,1
TXN1308,Christopher Moore,20,Female,4482.14,"Wang, Ryan and Ramirez",Grocery,Chennai,28-04-2026 22:32,1,1,0,1
TXN1309,Glenn Richmond,67,Female,4676.66,"Mcguire, Guzman and Ramirez",Grocery,Bangalore,13-06-2025 10:13,0,1,5,1
TXN1310,Caleb Johnson,37,Male,1703.86,Moore-Chang,Electronics,Pune,29-08-2025 21:30,1,0,3,0
TXN1311,Sheila Turner,33,Male,2742.49,Morgan-Mckenzie,Healthcare,Pune,27-06-2025 06:15,1,0,2,0
TXN1312,Matthew Adams,58,Female,828.36,Shields-Cox,Fuel,Chennai,23-04-2026 17:23,0,0,5,1
TXN1313,Craig Smith,29,Male,1243.05,"Young, Jackson and Banks",Fuel,Delhi,12-04-2026 14:50,1,0,1,0
TXN1314,Christopher Patton,36,Male,4879.57,Robinson Inc,Food,Delhi,16-05-2025 15:33,1,1,4,1
TXN1315,Joseph Barber,49,Female,2496,Haynes-Nichols,Online Shopping,Gurgaon,14-02-2026 22:23,1,0,2,0
TXN1316,Michael Butler,39,Male,1668.25,"Myers, Farmer and Davis",Fashion,Bangalore,29-06-2025 18:42,0,1,2,0
TXN1317,Amanda Perez,45,Female,1005.72,"Boyer, Mejia and White",Electronics,Bangalore,02-04-2026 06:26,1,1,0,0
TXN1318,Peter Hunter,24,Female,2318.49,Aguilar-Riddle,Entertainment,Bangalore,22-05-2025 07:10,0,1,1,0
TXN1319,Tyler Hensley,41,Female,2133.21,Torres Ltd,Healthcare,Pune,03-05-2026 16:21,1,0,3,0
TXN1320,Jacqueline Chaney,41,Female,2721.07,Harris-Burgess,Electronics,Gurgaon,31-01-2026 19:05,0,1,1,0
TXN1321,Edward Ortiz,51,Female,2438.48,Byrd Inc,Electronics,Delhi,02-03-2026 13:07,1,1,3,0
TXN1322,Laura Andrews,23,Female,3278.5,"Nichols, Reed and Wright",Fuel,Pune,06-09-2025 08:43,1,0,5,1
TXN1323,Frank Avila,29,Female,1925.4,Garcia-Cox,Healthcare,Gurgaon,19-04-2026 20:20,0,1,0,0
TXN1324,Judith Griffin,52,Female,3882.24,"Miller, Shaw and Morse",Fashion,Chennai,27-01-2026 12:11,0,0,1,0
TXN1325,Antonio Rodriguez,61,Female,1870.51,Lee LLC,Healthcare,Pune,05-05-2026 05:04,0,0,4,1
TXN1326,Donald Wilson,55,Male,2466.47,"Martin, Jones and Frazier",Fuel,Delhi,23-06-2025 05:41,0,0,4,1
TXN1327,Crystal Sanchez,64,Male,2968.66,Bernard Inc,Healthcare,Bangalore,18-09-2025 08:39,1,0,5,1
TXN1328,Anna Orr,34,Male,1961.5,Obrien PLC,Fuel,Bangalore,10-04-2026 02:06,1,1,4,1
TXN1329,Bryan Medina,22,Male,1632.7,Rodriguez-Brown,Travel,Pune,24-11-2025 15:18,1,1,2,0
TXN1330,Alexandra Hernandez,27,Female,376.75,Summers LLC,Fashion,Mumbai,10-08-2025 12:31,0,0,4,1
TXN1331,Melissa Smith,27,Male,3350.26,"Higgins, Ross and Kaufman",Fuel,Pune,12-05-2025 03:36,1,0,3,1
TXN1332,Thomas Roberts,25,Female,3089.55,"Gomez, Taylor and Pennington",Fashion,Chennai,06-05-2026 06:21,1,0,3,1
TXN1333,Melissa Baker,60,Female,3684.65,"Salas, Jennings and Smith",Fuel,Mumbai,15-10-2025 22:52,0,0,0,0
TXN1334,Michael Gonzalez,61,Male,2237.38,"Mills, Abbott and Hall",Fuel,Mumbai,12-10-2025 21:57,1,0,2,0
TXN1335,Karen Knight,37,Female,1356.05,"Johnson, Sloan and Gonzalez",Healthcare,Chennai,28-12-2025 19:04,0,1,3,0
TXN1336,Christopher Blackwell,43,Female,206.32,Williams-Brown,Travel,Chennai,09-01-2026 01:35,0,1,4,1
TXN1337,Jason Martinez,22,Male,525.51,Newman-Wallace,Electronics,Mumbai,09-11-2025 14:29,0,0,1,0
TXN1338,Devin Garcia,37,Female,4933.28,"Cruz, Jackson and Matthews",Grocery,Bangalore,03-10-2025 17:07,1,1,0,1
TXN1339,Carol Hernandez,67,Male,4865.76,Dominguez Group,Electronics,Delhi,29-03-2026 03:54,1,1,2,1
TXN1340,Nancy Dean,67,Female,1719.84,"Foley, Berry and Wade",Online Shopping,Gurgaon,17-07-2025 08:18,1,0,5,1
TXN1341,Christopher Taylor,62,Male,726.28,Smith-Skinner,Healthcare,Chennai,15-09-2025 05:33,0,1,1,0
TXN1342,Sandra King,38,Female,478.56,Fitzgerald-Martinez,Online Shopping,Bangalore,16-08-2025 22:36,0,0,5,1
TXN1343,Crystal Armstrong,64,Male,3466.2,Johnson-Johnson,Entertainment,Pune,30-06-2025 05:15,0,0,2,0
TXN1344,Sherri Davis,27,Male,97.4,Holder Ltd,Fashion,Mumbai,13-12-2025 19:54,0,1,0,0
TXN1345,Michael Anderson,29,Male,574.42,Lynn-Stevens,Healthcare,Pune,27-05-2025 14:37,1,0,0,0
TXN1346,Trevor Mcguire,18,Female,1086.22,"Tyler, Thompson and Walker",Food,Chennai,16-12-2025 06:53,1,0,4,1
TXN1347,Christopher Walker,58,Female,541.9,"Oconnor, Morgan and Nelson",Online Shopping,Delhi,30-09-2025 01:51,0,0,5,1
TXN1348,Jacob Walker,26,Male,4333.53,Page Ltd,Healthcare,Pune,07-02-2026 12:28,0,0,0,0
TXN1349,Daniel Lewis,30,Male,1450.54,King-Decker,Grocery,Chennai,18-06-2025 02:03,1,0,5,1
TXN1350,Nicholas Wells,21,Female,3341.29,Sullivan PLC,Grocery,Gurgaon,14-02-2026 15:00,1,1,2,1
TXN1351,Bobby Rowland MD,62,Female,4090.99,Douglas-Mcdonald,Food,Chennai,28-05-2025 06:34,1,1,0,1
TXN1352,Samuel Castillo,38,Female,1629.68,Green LLC,Electronics,Chennai,20-02-2026 21:26,0,0,4,1
TXN1353,Jamie Lang,36,Female,1948.9,"Li, Moody and Hall",Entertainment,Gurgaon,06-07-2025 11:06,1,0,3,0
TXN1354,Ms. Casey Green,55,Female,375.25,Garza-Hall,Travel,Bangalore,17-05-2025 19:55,1,1,5,1
TXN1355,Kim Martin,27,Female,3799.13,Boyle PLC,Travel,Bangalore,16-08-2025 01:20,0,1,1,0
TXN1356,Pamela Ali,25,Male,2600.22,Newton-Herrera,Fuel,Delhi,10-01-2026 16:36,1,1,1,0
TXN1357,Jesse Paul,65,Male,2905.06,Hodge-Bailey,Travel,Delhi,12-07-2025 00:26,0,1,2,0
TXN1358,Bryan Le,65,Female,2751.58,Flowers LLC,Entertainment,Mumbai,09-07-2025 09:57,0,1,2,0
TXN1359,Justin Alvarez,60,Female,100.98,Hicks-Booth,Food,Mumbai,20-01-2026 05:25,1,1,4,1
TXN1360,Justin Hale,32,Female,1224.98,"Adams, Gonzalez and Oconnell",Fashion,Gurgaon,16-10-2025 09:26,0,0,3,0
TXN1361,Bradley Rodriguez,38,Female,2401.12,Figueroa LLC,Online Shopping,Gurgaon,06-08-2025 02:27,0,0,4,1
TXN1362,Donald Ward,21,Female,1291.32,"Hall, Lopez and Johnson",Grocery,Delhi,16-03-2026 14:14,1,1,4,1
TXN1363,Heidi Hoffman,64,Female,2665.98,Torres-Brennan,Fashion,Pune,22-12-2025 11:59,0,0,3,0
TXN1364,Jim Fitzgerald,47,Female,3583.59,Smith Group,Travel,Bangalore,20-02-2026 00:15,1,1,0,1
TXN1365,Larry Woodard,47,Female,913.94,Sanchez-Rodriguez,Grocery,Gurgaon,21-05-2025 16:31,0,0,4,1
TXN1366,Brittany Wright,48,Female,3548.14,"Acevedo, Mcintosh and Peterson",Online Shopping,Bangalore,29-06-2025 10:59,0,1,4,1
TXN1367,William Jones,59,Female,4589.58,Hughes-Chambers,Online Shopping,Bangalore,12-02-2026 23:47,0,0,5,1
TXN1368,Ryan Walsh,18,Male,1873.81,Banks-Smith,Entertainment,Bangalore,15-11-2025 17:54,1,1,2,0
TXN1369,Dr. Desiree Olson,30,Male,3012.04,Mejia Inc,Food,Pune,09-01-2026 07:19,1,0,3,1
TXN1370,Brent Osborne,26,Male,3970.78,"Lopez, Kaiser and Williams",Grocery,Mumbai,09-08-2025 18:17,1,1,1,1
TXN1371,Jacob Lowe,59,Female,4501.12,Gomez-Bennett,Travel,Pune,11-10-2025 11:15,0,1,2,0
TXN1372,Mr. Joshua Turner II,54,Female,1517.28,Arnold-Johnson,Travel,Gurgaon,06-12-2025 09:05,1,1,3,0
TXN1373,David Beasley,56,Female,3341.07,Coleman Group,Fashion,Gurgaon,12-12-2025 09:05,0,1,1,0
TXN1374,Michael Haynes,50,Female,2125.48,"Brewer, Hayes and Brown",Electronics,Gurgaon,27-02-2026 12:52,1,0,2,0
TXN1375,Kayla Tran,61,Female,4315.36,Baker-Harris,Fashion,Chennai,08-01-2026 07:24,0,0,5,1
TXN1376,Ricky Campos,65,Female,1568.24,Peterson Inc,Travel,Pune,28-11-2025 17:31,1,0,0,0
TXN1377,Amy Mcfarland,31,Male,3163.76,"Cummings, Schultz and Walter",Grocery,Pune,27-08-2025 02:06,0,0,4,1
TXN1378,Richard Harper,35,Male,2027.55,"Reed, Tate and Snyder",Fuel,Bangalore,02-01-2026 21:00,1,0,0,0
TXN1379,Devin Jones,28,Female,4956.37,"Kim, Harris and Townsend",Food,Gurgaon,31-10-2025 14:22,1,0,3,1
TXN1380,Kimberly Potter,43,Male,1692.76,"Brown, Davis and Bailey",Online Shopping,Mumbai,23-07-2025 20:56,1,1,5,1
TXN1381,Jaime Johnson,53,Female,437.43,"Young, Baldwin and Powers",Healthcare,Mumbai,20-05-2025 00:38,1,1,0,0
TXN1382,Keith Webb,25,Female,1841.11,Johnson-Warren,Fashion,Pune,26-02-2026 19:02,1,0,3,0
TXN1383,Mr. Joseph Harris,30,Male,2600.11,Peters LLC,Fashion,Pune,28-12-2025 22:57,1,0,2,0
TXN1384,Robert Williams,49,Female,2704.66,Hunter PLC,Fashion,Chennai,19-09-2025 19:51,0,1,2,0
TXN1385,David Larson,61,Female,1628.43,Williams-Jones,Fuel,Bangalore,21-08-2025 06:35,1,1,1,0
TXN1386,Megan Ruiz,40,Male,1898.6,Cline Inc,Online Shopping,Gurgaon,25-01-2026 11:06,1,1,1,0
TXN1387,Steve Jimenez,40,Male,2331.38,Spence LLC,Fashion,Delhi,16-08-2025 05:57,1,0,1,0
TXN1388,Samantha Mitchell,53,Female,4808.71,Pierce LLC,Fuel,Chennai,24-07-2025 12:44,1,1,1,1
TXN1389,George Williams,47,Male,2257.35,Carrillo-Ramirez,Food,Pune,25-04-2026 11:25,1,1,3,0
TXN1390,John Gomez,25,Male,3979.3,"Holmes, Davidson and Thornton",Electronics,Pune,14-12-2025 15:18,0,0,3,0
TXN1391,Jane Sims,68,Male,770.56,Thomas Ltd,Online Shopping,Mumbai,02-05-2026 08:01,0,0,3,0
TXN1392,Kelly Kent,18,Male,4211.75,Harris-Molina,Entertainment,Bangalore,09-12-2025 08:35,1,0,5,1
TXN1393,Tammy Mcguire,35,Male,3941.63,Bates PLC,Grocery,Pune,24-07-2025 02:48,0,1,3,0
TXN1394,James Stone,55,Female,804.93,Robinson-Walsh,Fuel,Chennai,17-12-2025 00:08,0,1,1,0
TXN1395,Mathew Miller,62,Female,1807.08,Briggs-Smith,Fashion,Chennai,01-06-2025 02:14,0,0,0,0
TXN1396,Jennifer Gonzalez,26,Male,2553.52,Harrison and Sons,Online Shopping,Chennai,18-06-2025 08:18,0,0,1,0
TXN1397,Richard Butler,21,Female,4367.95,"Mcneil, Williams and Scott",Travel,Delhi,19-08-2025 01:19,1,1,2,1
TXN1398,Nathan Anderson,32,Male,4960.87,Valencia Inc,Fashion,Delhi,26-01-2026 07:59,0,1,3,0
TXN1399,Aaron Burch,64,Male,1991.92,"Crawford, Morris and Wagner",Healthcare,Bangalore,22-11-2025 09:56,1,1,2,0
TXN1400,Jack Fields,47,Male,4391.09,"Jackson, Bennett and Moore",Online Shopping,Gurgaon,30-11-2025 14:35,1,0,2,1
TXN1401,Christopher Sullivan,33,Male,1067.79,Turner-Jones,Healthcare,Mumbai,23-04-2026 19:26,1,1,4,1
TXN1402,Margaret Campbell,52,Male,875.89,Leonard-Gonzalez,Grocery,Chennai,29-12-2025 01:23,1,1,5,1
TXN1403,Kenneth Holland,37,Male,2869.48,Schmidt Group,Travel,Pune,15-08-2025 02:16,1,1,4,1
TXN1404,Lori Phillips,50,Female,4614.56,Webb-Cross,Electronics,Gurgaon,11-08-2025 02:55,0,0,5,1
TXN1405,Jason Riley,63,Male,882.44,"Burns, Anderson and Jones",Fuel,Bangalore,12-04-2026 14:48,0,0,1,0
TXN1406,Jessica Hanson,25,Female,2396.39,Long-Cantrell,Entertainment,Mumbai,12-04-2026 13:37,1,1,4,1
TXN1407,Rebecca Blankenship,29,Female,4829.45,Gutierrez-Aguirre,Fashion,Pune,31-01-2026 15:10,0,1,5,1
TXN1408,Matthew Clayton,37,Female,2203.16,Parker-Gonzales,Food,Delhi,25-06-2025 22:09,0,1,4,1
TXN1409,Corey Austin,60,Female,3101.74,Mcknight Inc,Travel,Gurgaon,08-03-2026 05:22,1,0,2,1
TXN1410,Crystal Smith,22,Female,3906,Chavez-Rodriguez,Healthcare,Pune,15-08-2025 02:30,0,0,1,0
TXN1411,Lee Phillips Jr.,48,Male,3478.23,Armstrong Group,Fuel,Mumbai,13-02-2026 19:06,1,1,4,1
TXN1412,Nicholas Hurst,26,Female,3915.65,Conley Ltd,Online Shopping,Gurgaon,17-08-2025 12:25,0,0,3,0
TXN1413,Brian Walsh,50,Male,2552.02,Woods PLC,Online Shopping,Gurgaon,24-01-2026 20:24,1,0,4,1
TXN1414,Jesse Foster,56,Male,1111.81,Simmons Inc,Grocery,Pune,28-09-2025 08:05,0,0,3,0
TXN1415,Jill Montgomery,55,Male,2136.16,Smith-Santos,Healthcare,Pune,05-03-2026 22:49,1,0,5,1
TXN1416,Shawn Smith,52,Male,1845.12,"Smith, Riley and Gonzales",Fuel,Delhi,04-02-2026 06:27,1,0,4,1
TXN1417,Lisa Hicks,39,Female,4819.47,White Inc,Travel,Pune,06-11-2025 02:14,1,1,4,1
TXN1418,Brianna Le,55,Male,1306.47,Kline-Mann,Online Shopping,Gurgaon,20-12-2025 04:43,1,0,4,1
TXN1419,Richard Villarreal,18,Female,1624.27,Edwards-Smith,Fashion,Delhi,07-09-2025 15:20,0,0,4,1
TXN1420,Gregory Rodriguez,35,Male,332.44,Lopez-Murray,Entertainment,Bangalore,29-11-2025 00:24,0,0,2,0
TXN1421,Sylvia Jefferson,66,Male,2744.32,Gilmore-Lawson,Fuel,Delhi,28-10-2025 06:49,1,1,4,1
TXN1422,Megan Mitchell,43,Male,644.73,Vega and Sons,Travel,Chennai,03-04-2026 07:53,1,1,3,0
TXN1423,Tina Erickson,35,Female,2385.33,"Valencia, Simpson and Davila",Fuel,Gurgaon,16-09-2025 08:12,1,0,5,1
TXN1424,Daniel Sanchez PhD,59,Male,3927.23,Lam-Buck,Healthcare,Delhi,14-01-2026 19:24,0,1,0,0
TXN1425,Michael Hansen,58,Male,3443.79,Jordan-Wilson,Food,Delhi,08-03-2026 12:12,0,1,0,0
TXN1426,Colin Johnson,27,Female,4652.29,"Ellis, Moran and Brown",Online Shopping,Gurgaon,17-09-2025 07:13,1,0,2,1
TXN1427,Sarah Herrera,51,Male,1937.88,Weber Ltd,Fuel,Bangalore,05-10-2025 19:52,0,1,0,0
